time,position,velocity
0,2,49
1,51,39.2
2,90.2,29.4
3,119.6,19.6
4,139.2,9.800002
5,149,1.907349E-06
6,149,-9.799998
7,139.2,-19.6
8,119.6,-29.4
9,90.2,-39.2
10,51,-49
11,2.000004,-58.8
