time,position,velocity
0.7899995,37.69064,41.25803
0.7999995,38.10321,41.16003
0.8099995,38.51482,41.06203
0.8199995,38.92544,40.96404
0.8299995,39.33508,40.86604
0.8399995,39.74374,40.76804
0.8499995,40.15142,40.67004
0.8599995,40.55812,40.57204
0.8699995,40.96384,40.47404
0.8799995,41.36858,40.37604
0.8899994,41.77234,40.27804
0.8999994,42.17512,40.18004
0.9099994,42.57692,40.08204
0.9199994,42.97774,39.98404
0.9299994,43.37758,39.88604
0.9399994,43.77644,39.78804
0.9499994,44.17432,39.69004
0.9599994,44.57122,39.59204
0.9699994,44.96714,39.49404
0.9799994,45.36208,39.39604
0.9899994,45.75604,39.29804
0.9999993,46.14902,39.20004
1.009999,46.54102,39.10204
1.019999,46.93204,39.00404
1.029999,47.32209,38.90604
1.039999,47.71115,38.80804
1.049999,48.09923,38.71004
1.059999,48.48633,38.61205
1.069999,48.87245,38.51405
1.079999,49.25759,38.41605
1.089999,49.64175,38.31805
1.099999,50.02493,38.22005
1.109999,50.40713,38.12205
1.119999,50.78835,38.02405
1.129999,51.16859,37.92605
1.139999,51.54785,37.82805
1.149999,51.92613,37.73005
1.159999,52.30343,37.63205
1.169999,52.67975,37.53405
1.179999,53.05509,37.43605
1.189999,53.42945,37.33805
1.199999,53.80283,37.24005
1.209999,54.17523,37.14205
1.219999,54.54665,37.04405
1.229999,54.9171,36.94605
1.239999,55.28656,36.84805
1.249999,55.65504,36.75005
1.259999,56.02254,36.65205
1.269999,56.38906,36.55405
1.279999,56.7546,36.45605
1.289999,57.11916,36.35806
1.299999,57.48273,36.26006
1.309999,57.84534,36.16206
1.319999,58.20696,36.06406
1.329999,58.5676,35.96606
1.339999,58.92726,35.86806
1.349999,59.28594,35.77006
1.359999,59.64364,35.67206
1.369999,60.00036,35.57406
1.379999,60.3561,35.47606
1.389999,60.71086,35.37806
1.399999,61.06464,35.28006
1.409999,61.41744,35.18206
1.419999,61.76926,35.08406
1.429999,62.12011,34.98606
1.439999,62.46997,34.88806
1.449999,62.81885,34.79006
1.459999,63.16675,34.69206
1.469999,63.51367,34.59406
1.479999,63.85961,34.49606
1.489999,64.20457,34.39806
1.499999,64.54855,34.30006
1.509999,64.89155,34.20206
1.519999,65.23357,34.10406
1.529999,65.57461,34.00607
1.539999,65.91467,33.90807
1.549999,66.25375,33.81007
1.559999,66.59185,33.71207
1.569999,66.92897,33.61407
1.579999,67.26511,33.51607
1.589999,67.60027,33.41807
1.599999,67.93446,33.32007
1.609999,68.26765,33.22207
1.619999,68.59988,33.12407
1.629999,68.93111,33.02607
1.639999,69.26138,32.92807
1.649999,69.59065,32.83007
1.659999,69.91895,32.73207
1.669999,70.24628,32.63407
1.679999,70.57262,32.53607
1.689999,70.89798,32.43807
1.699999,71.22236,32.34007
1.709999,71.54576,32.24207
1.719999,71.86818,32.14407
1.729999,72.18962,32.04607
1.739999,72.51008,31.94807
1.749999,72.82956,31.85007
1.759999,73.14806,31.75208
1.769999,73.46558,31.65408
1.779999,73.78213,31.55608
1.789999,74.09769,31.45808
1.799999,74.41227,31.36008
1.809999,74.72587,31.26208
1.819999,75.03849,31.16408
1.829999,75.35013,31.06608
1.839999,75.66079,30.96808
1.849999,75.97047,30.87008
1.859999,76.27917,30.77208
1.869999,76.58689,30.67408
1.879999,76.89363,30.57608
1.889999,77.19939,30.47808
1.899999,77.50417,30.38008
1.909999,77.80798,30.28208
1.919999,78.11079,30.18408
1.929999,78.41264,30.08608
1.939999,78.71349,29.98808
1.949998,79.01337,29.89008
1.959998,79.31228,29.79208
1.969998,79.6102,29.69408
1.979998,79.90714,29.59608
1.989998,80.2031,29.49809
1.999998,80.49809,29.40009
2.009999,80.79208,29.30209
2.019999,81.08511,29.20409
2.029999,81.37714,29.10609
2.039999,81.66821,29.00809
2.049999,81.95828,28.91009
2.059999,82.24738,28.81209
2.069999,82.53551,28.71409
2.079998,82.82265,28.61609
2.089998,83.10881,28.51809
2.099998,83.39399,28.42009
2.109998,83.67819,28.32209
2.119998,83.96141,28.22409
2.129998,84.24365,28.12609
2.139998,84.52491,28.02809
2.149998,84.80519,27.93009
2.159998,85.0845,27.83209
2.169998,85.36282,27.73409
2.179998,85.64016,27.63609
2.189998,85.91652,27.53809
2.199998,86.1919,27.44009
2.209998,86.4663,27.34209
2.219998,86.73972,27.24409
2.229998,87.01216,27.1461
2.239998,87.28362,27.0481
2.249998,87.5541,26.9501
2.259998,87.8236,26.8521
2.269998,88.09212,26.7541
2.279998,88.35966,26.6561
2.289998,88.62623,26.5581
2.299998,88.89181,26.4601
2.309998,89.15641,26.3621
2.319998,89.42003,26.2641
2.329998,89.68267,26.1661
2.339998,89.94433,26.0681
2.349998,90.20501,25.9701
2.359998,90.46471,25.8721
2.369998,90.72343,25.7741
2.379998,90.98118,25.6761
2.389998,91.23794,25.5781
2.399998,91.49372,25.4801
2.409998,91.74852,25.3821
2.419998,92.00234,25.2841
2.429998,92.25518,25.1861
2.439998,92.50704,25.0881
2.449998,92.75792,24.9901
2.459998,93.00782,24.89211
2.469998,93.25674,24.79411
2.479998,93.50468,24.69611
2.489998,93.75165,24.59811
2.499998,93.99763,24.50011
2.509998,94.24263,24.40211
2.519998,94.48665,24.30411
2.529998,94.72969,24.20611
2.539998,94.97175,24.10811
2.549998,95.21283,24.01011
2.559998,95.45293,23.91211
2.569998,95.69205,23.81411
2.579998,95.9302,23.71611
2.589998,96.16736,23.61811
2.599998,96.40354,23.52011
2.609998,96.63874,23.42211
2.619998,96.87296,23.32411
2.629998,97.1062,23.22611
2.639998,97.33846,23.12811
2.649998,97.56974,23.03011
2.659998,97.80004,22.93211
2.669998,98.02937,22.83411
2.679998,98.25771,22.73611
2.689998,98.48507,22.63811
2.699998,98.71145,22.54012
2.709998,98.93685,22.44212
2.719998,99.16127,22.34412
2.729998,99.38471,22.24612
2.739998,99.60717,22.14812
2.749998,99.82865,22.05012
2.759998,100.0492,21.95212
2.769998,100.2687,21.85412
2.779998,100.4872,21.75612
2.789998,100.7048,21.65812
2.799998,100.9214,21.56012
2.809998,101.137,21.46212
2.819998,101.3516,21.36412
2.829998,101.5652,21.26612
2.839998,101.7779,21.16812
2.849998,101.9896,21.07012
2.859998,102.2003,20.97212
2.869998,102.41,20.87412
2.879998,102.6187,20.77612
2.889998,102.8265,20.67812
2.899998,103.0333,20.58012
2.909998,103.2391,20.48212
2.919998,103.4439,20.38412
2.929998,103.6477,20.28613
2.939998,103.8506,20.18813
2.949998,104.0525,20.09013
2.959998,104.2534,19.99213
2.969998,104.4533,19.89413
2.979998,104.6522,19.79613
2.989998,104.8502,19.69813
2.999998,105.0472,19.60013
3.009998,105.2432,19.50213
3.019998,105.4382,19.40413
3.029998,105.6322,19.30613
3.039998,105.8253,19.20813
3.049998,106.0174,19.11013
3.059998,106.2085,19.01213
3.069998,106.3986,18.91413
3.079998,106.5878,18.81613
3.089998,106.7759,18.71813
3.099998,106.9631,18.62013
3.109998,107.1493,18.52213
3.119998,107.3345,18.42413
3.129997,107.5188,18.32613
3.139997,107.702,18.22813
3.149997,107.8843,18.13013
3.159997,108.0656,18.03214
3.169997,108.2459,17.93414
3.179997,108.4253,17.83614
3.189997,108.6036,17.73814
3.199997,108.781,17.64014
3.209997,108.9574,17.54214
3.219997,109.1328,17.44414
3.229997,109.3073,17.34614
3.239997,109.4807,17.24814
3.249997,109.6532,17.15014
3.259997,109.8247,17.05214
3.269997,109.9952,16.95414
3.279997,110.1648,16.85614
3.289997,110.3333,16.75814
3.299997,110.5009,16.66014
3.309997,110.6675,16.56214
3.319997,110.8331,16.46414
3.329997,110.9978,16.36614
3.339997,111.1614,16.26814
3.349997,111.3241,16.17014
3.359997,111.4858,16.07214
3.369997,111.6466,15.97414
3.379997,111.8063,15.87614
3.389997,111.9651,15.77814
3.399997,112.1228,15.68015
3.409997,112.2796,15.58215
3.419997,112.4355,15.48415
3.429997,112.5903,15.38615
3.439997,112.7442,15.28815
3.449997,112.897,15.19015
3.459997,113.0489,15.09215
3.469997,113.1999,14.99415
3.479997,113.3498,14.89615
3.489997,113.4988,14.79815
3.499997,113.6468,14.70015
3.509997,113.7938,14.60215
3.519997,113.9398,14.50415
3.529997,114.0848,14.40615
3.539997,114.2289,14.30815
3.549997,114.372,14.21015
3.559997,114.5141,14.11215
3.569997,114.6552,14.01415
3.579997,114.7953,13.91615
3.589997,114.9345,13.81815
3.599997,115.0727,13.72015
3.609997,115.2099,13.62215
3.619997,115.3461,13.52415
3.629997,115.4813,13.42616
3.639997,115.6156,13.32816
3.649997,115.7489,13.23016
3.659997,115.8812,13.13216
3.669997,116.0125,13.03416
3.679997,116.1428,12.93616
3.689997,116.2722,12.83816
3.699997,116.4006,12.74016
3.709997,116.528,12.64216
3.719997,116.6544,12.54416
3.729997,116.7798,12.44616
3.739997,116.9043,12.34816
3.749997,117.0278,12.25016
3.759997,117.1503,12.15216
3.769997,117.2718,12.05416
3.779997,117.3924,11.95616
3.789997,117.5119,11.85816
3.799997,117.6305,11.76016
3.809997,117.7481,11.66216
3.819997,117.8647,11.56416
3.829997,117.9804,11.46616
3.839997,118.095,11.36816
3.849997,118.2087,11.27016
3.859997,118.3214,11.17216
3.869997,118.4331,11.07417
3.879997,118.5439,10.97617
3.889997,118.6536,10.87817
3.899997,118.7624,10.78017
3.909997,118.8702,10.68217
3.919997,118.977,10.58417
3.929997,119.0829,10.48617
3.939997,119.1877,10.38817
3.949997,119.2916,10.29017
3.959997,119.3945,10.19217
3.969997,119.4964,10.09417
3.979997,119.5974,9.99617
3.989997,119.6973,9.89817
3.999997,119.7963,9.800171
4.009997,119.8943,9.702171
4.019997,119.9914,9.604172
4.029997,120.0874,9.506172
4.039998,120.1825,9.408173
4.049998,120.2765,9.310173
4.059998,120.3696,9.212173
4.069998,120.4618,9.114174
4.079998,120.5529,9.016174
4.089999,120.6431,8.918175
4.099999,120.7322,8.820175
4.109999,120.8204,8.722176
4.119999,120.9077,8.624176
4.13,120.9939,8.526176
4.14,121.0792,8.428177
4.15,121.1635,8.330177
4.16,121.2468,8.232178
4.170001,121.3291,8.134178
4.180001,121.4104,8.036179
4.190001,121.4908,7.938179
4.200001,121.5702,7.840178
4.210001,121.6486,7.742178
4.220002,121.726,7.644178
4.230002,121.8024,7.546178
4.240002,121.8779,7.448178
4.250002,121.9524,7.350178
4.260003,122.0259,7.252178
4.270003,122.0984,7.154178
4.280003,122.1699,7.056178
4.290003,122.2405,6.958178
4.300004,122.3101,6.860178
4.310004,122.3787,6.762178
4.320004,122.4463,6.664178
4.330004,122.5129,6.566178
4.340004,122.5786,6.468178
4.350005,122.6433,6.370178
4.360005,122.707,6.272178
4.370005,122.7697,6.174178
4.380005,122.8315,6.076178
4.390006,122.8922,5.978178
4.400006,122.952,5.880177
4.410006,123.0108,5.782177
4.420006,123.0686,5.684177
4.430007,123.1255,5.586177
4.440007,123.1813,5.488177
4.450007,123.2362,5.390177
4.460007,123.2901,5.292177
4.470007,123.343,5.194177
4.480008,123.395,5.096177
4.490008,123.4459,4.998177
4.500008,123.4959,4.900177
4.510008,123.5449,4.802177
4.520009,123.5929,4.704177
4.530009,123.64,4.606177
4.540009,123.686,4.508177
4.550009,123.7311,4.410177
4.560009,123.7752,4.312177
4.57001,123.8184,4.214177
4.58001,123.8605,4.116177
4.59001,123.9017,4.018177
4.60001,123.9418,3.920177
4.610011,123.981,3.822176
4.620011,124.0193,3.724176
4.630011,124.0565,3.626176
4.640011,124.0928,3.528176
4.650012,124.128,3.430176
4.660012,124.1623,3.332176
4.670012,124.1957,3.234176
4.680012,124.228,3.136176
4.690012,124.2594,3.038176
4.700013,124.2898,2.940176
4.710013,124.3192,2.842176
4.720013,124.3476,2.744176
4.730013,124.375,2.646176
4.740014,124.4015,2.548176
4.750014,124.427,2.450176
4.760014,124.4515,2.352176
4.770014,124.475,2.254176
4.780015,124.4975,2.156176
4.790015,124.5191,2.058176
4.800015,124.5397,1.960176
4.810015,124.5593,1.862175
4.820015,124.5779,1.764175
4.830016,124.5955,1.666175
4.840016,124.6122,1.568175
4.850016,124.6279,1.470175
4.860016,124.6426,1.372175
4.870017,124.6563,1.274175
4.880017,124.669,1.176175
4.890017,124.6808,1.078175
4.900017,124.6916,0.9801751
4.910017,124.7014,0.8821751
4.920018,124.7102,0.7841751
4.930018,124.7181,0.6861751
4.940018,124.7249,0.5881751
4.950018,124.7308,0.4901751
4.960019,124.7357,0.3921751
4.970019,124.7396,0.2941751
4.980019,124.7426,0.1961751
4.990019,124.7445,0.09817515
5.00002,124.7455,0.000175146
5.01002,124.7455,-0.09782486
5.02002,124.7445,-0.1958249
5.03002,124.7426,-0.2938249
5.04002,124.7396,-0.3918248
5.050021,124.7357,-0.4898248
5.060021,124.7308,-0.5878248
5.070021,124.7249,-0.6858248
5.080021,124.7181,-0.7838248
5.090022,124.7102,-0.8818248
5.100022,124.7014,-0.9798248
5.110022,124.6916,-1.077825
5.120022,124.6808,-1.175825
5.130023,124.6691,-1.273825
5.140023,124.6563,-1.371825
5.150023,124.6426,-1.469825
5.160023,124.6279,-1.567825
5.170023,124.6123,-1.665825
5.180024,124.5956,-1.763825
5.190024,124.578,-1.861825
5.200024,124.5593,-1.959825
5.210024,124.5397,-2.057825
5.220025,124.5192,-2.155825
5.230025,124.4976,-2.253825
5.240025,124.4751,-2.351825
5.250025,124.4515,-2.449826
5.260026,124.427,-2.547826
5.270026,124.4016,-2.645826
5.280026,124.3751,-2.743826
5.290026,124.3477,-2.841826
5.300026,124.3193,-2.939826
5.310027,124.2899,-3.037826
5.320027,124.2595,-3.135826
5.330027,124.2281,-3.233826
5.340027,124.1958,-3.331826
5.350028,124.1625,-3.429826
5.360028,124.1282,-3.527826
5.370028,124.0929,-3.625826
5.380028,124.0566,-3.723826
5.390028,124.0194,-3.821826
5.400029,123.9812,-3.919826
5.410029,123.942,-4.017826
5.420029,123.9018,-4.115826
5.430029,123.8606,-4.213826
5.44003,123.8185,-4.311826
5.45003,123.7754,-4.409826
5.46003,123.7313,-4.507826
5.47003,123.6862,-4.605826
5.480031,123.6402,-4.703826
5.490031,123.5931,-4.801826
5.500031,123.5451,-4.899827
5.510031,123.4961,-4.997827
5.520031,123.4461,-5.095827
5.530032,123.3952,-5.193827
5.540032,123.3432,-5.291827
5.550032,123.2903,-5.389827
5.560032,123.2364,-5.487827
5.570033,123.1815,-5.585827
5.580033,123.1257,-5.683827
5.590033,123.0688,-5.781827
5.600033,123.011,-5.879827
5.610034,122.9522,-5.977827
5.620034,122.8924,-6.075827
5.630034,122.8317,-6.173827
5.640034,122.7699,-6.271827
5.650034,122.7072,-6.369827
5.660035,122.6435,-6.467827
5.670035,122.5788,-6.565827
5.680035,122.5132,-6.663827
5.690035,122.4465,-6.761827
5.700036,122.3789,-6.859828
5.710036,122.3103,-6.957828
5.720036,122.2408,-7.055828
5.730036,122.1702,-7.153828
5.740036,122.0987,-7.251828
5.750037,122.0261,-7.349828
5.760037,121.9526,-7.447828
5.770037,121.8782,-7.545828
5.780037,121.8027,-7.643828
5.790038,121.7263,-7.741828
5.800038,121.6488,-7.839828
5.810038,121.5704,-7.937828
5.820038,121.4911,-8.035828
5.830039,121.4107,-8.133827
5.840039,121.3294,-8.231827
5.850039,121.2471,-8.329826
5.860039,121.1638,-8.427826
5.870039,121.0795,-8.525826
5.88004,120.9942,-8.623825
5.89004,120.908,-8.721825
5.90004,120.8208,-8.819824
5.91004,120.7326,-8.917824
5.920041,120.6434,-9.015823
5.930041,120.5532,-9.113823
5.940041,120.4621,-9.211823
5.950041,120.37,-9.309822
5.960042,120.2769,-9.407822
5.970042,120.1828,-9.505821
5.980042,120.0877,-9.603821
5.990042,119.9917,-9.70182
6.000042,119.8947,-9.79982
6.010043,119.7967,-9.89782
6.020043,119.6977,-9.995819
6.030043,119.5977,-10.09382
6.040043,119.4968,-10.19182
6.050044,119.3949,-10.28982
6.060044,119.292,-10.38782
6.070044,119.1881,-10.48582
6.080044,119.0833,-10.58382
6.090044,118.9774,-10.68182
6.100045,118.8706,-10.77982
6.110045,118.7628,-10.87782
6.120045,118.654,-10.97581
6.130045,118.5443,-11.07381
6.140046,118.4335,-11.17181
6.150046,118.3218,-11.26981
6.160046,118.2091,-11.36781
6.170046,118.0954,-11.46581
6.180047,117.9808,-11.56381
6.190047,117.8651,-11.66181
6.200047,117.7485,-11.75981
6.210047,117.6309,-11.85781
6.220047,117.5123,-11.95581
6.230048,117.3928,-12.05381
6.240048,117.2722,-12.15181
6.250048,117.1507,-12.24981
6.260048,117.0282,-12.34781
6.270049,116.9047,-12.44581
6.280049,116.7803,-12.54381
6.290049,116.6549,-12.64181
6.300049,116.5284,-12.73981
6.31005,116.401,-12.83781
6.32005,116.2727,-12.93581
6.33005,116.1433,-13.03381
6.34005,116.013,-13.13181
6.35005,115.8816,-13.2298
6.360051,115.7493,-13.3278
6.370051,115.6161,-13.4258
6.380051,115.4818,-13.5238
6.390051,115.3466,-13.6218
6.400052,115.2104,-13.7198
6.410052,115.0732,-13.8178
6.420052,114.935,-13.9158
6.430052,114.7958,-14.0138
6.440053,114.6557,-14.1118
6.450053,114.5146,-14.2098
6.460053,114.3725,-14.3078
6.470053,114.2294,-14.4058
6.480053,114.0853,-14.5038
6.490054,113.9403,-14.6018
6.500054,113.7943,-14.6998
6.510054,113.6473,-14.7978
6.520054,113.4993,-14.8958
6.530055,113.3503,-14.9938
6.540055,113.2004,-15.0918
6.550055,113.0495,-15.1898
6.560055,112.8976,-15.2878
6.570055,112.7447,-15.3858
6.580056,112.5909,-15.4838
6.590056,112.436,-15.58179
6.600056,112.2802,-15.67979
6.610056,112.1234,-15.77779
6.620057,111.9656,-15.87579
6.630057,111.8069,-15.97379
6.640057,111.6471,-16.07179
6.650057,111.4864,-16.16979
6.660058,111.3247,-16.26779
6.670058,111.162,-16.36579
6.680058,110.9984,-16.46379
6.690058,110.8337,-16.56179
6.700058,110.6681,-16.65979
6.710059,110.5015,-16.75779
6.720059,110.3339,-16.85579
6.730059,110.1654,-16.95379
6.740059,109.9958,-17.05179
6.75006,109.8253,-17.14979
6.76006,109.6538,-17.24779
6.77006,109.4813,-17.34579
6.78006,109.3079,-17.44379
6.790061,109.1335,-17.54179
6.800061,108.958,-17.63979
6.810061,108.7816,-17.73779
6.820061,108.6043,-17.83578
6.830061,108.4259,-17.93378
6.840062,108.2466,-18.03178
6.850062,108.0662,-18.12978
6.860062,107.8849,-18.22778
6.870062,107.7027,-18.32578
6.880063,107.5194,-18.42378
6.890063,107.3352,-18.52178
6.900063,107.15,-18.61978
6.910063,106.9638,-18.71778
6.920063,106.7766,-18.81578
6.930064,106.5884,-18.91378
6.940064,106.3993,-19.01178
6.950064,106.2092,-19.10978
6.960064,106.0181,-19.20778
6.970065,105.826,-19.30578
6.980065,105.6329,-19.40378
6.990065,105.4389,-19.50178
7.000065,105.2439,-19.59978
7.010066,105.0479,-19.69778
7.020066,104.8509,-19.79578
7.030066,104.6529,-19.89378
7.040066,104.454,-19.99178
7.050066,104.2541,-20.08978
7.060067,104.0532,-20.18777
7.070067,103.8513,-20.28577
7.080067,103.6485,-20.38377
7.090067,103.4446,-20.48177
7.100068,103.2398,-20.57977
7.110068,103.034,-20.67777
7.120068,102.8272,-20.77577
7.130068,102.6195,-20.87377
7.140069,102.4107,-20.97177
7.150069,102.201,-21.06977
7.160069,101.9903,-21.16777
7.170069,101.7786,-21.26577
7.180069,101.566,-21.36377
7.19007,101.3523,-21.46177
7.20007,101.1377,-21.55977
7.21007,100.9221,-21.65777
7.22007,100.7056,-21.75577
7.230071,100.488,-21.85377
7.240071,100.2695,-21.95177
7.250071,100.0499,-22.04977
7.260071,99.82944,-22.14777
7.270072,99.60796,-22.24577
7.280072,99.3855,-22.34377
7.290072,99.16206,-22.44176
7.300072,98.93764,-22.53976
7.310072,98.71225,-22.63776
7.320073,98.48587,-22.73576
7.330073,98.25851,-22.83376
7.340073,98.03017,-22.93176
7.350073,97.80086,-23.02976
7.360074,97.57056,-23.12776
7.370074,97.33928,-23.22576
7.380074,97.10703,-23.32376
7.390074,96.87379,-23.42176
7.400074,96.63957,-23.51976
7.410075,96.40437,-23.61776
7.420075,96.1682,-23.71576
7.430075,95.93104,-23.81376
7.440075,95.6929,-23.91176
7.450076,95.45378,-24.00976
7.460076,95.21368,-24.10776
7.470076,94.9726,-24.20576
7.480076,94.73055,-24.30376
7.490077,94.48751,-24.40176
7.500077,94.24349,-24.49976
7.510077,93.9985,-24.59776
7.520077,93.75252,-24.69576
7.530077,93.50556,-24.79375
7.540078,93.25762,-24.89175
7.550078,93.00871,-24.98975
7.560078,92.7588,-25.08775
7.570078,92.50793,-25.18575
7.580079,92.25607,-25.28375
7.590079,92.00323,-25.38175
7.600079,91.74942,-25.47975
7.610079,91.49462,-25.57775
7.62008,91.23885,-25.67575
7.63008,90.98209,-25.77375
7.64008,90.72435,-25.87175
7.65008,90.46563,-25.96975
7.66008,90.20593,-26.06775
7.670081,89.94525,-26.16575
7.680081,89.68359,-26.26375
7.690081,89.42096,-26.36175
7.700081,89.15734,-26.45975
7.710082,88.89275,-26.55775
7.720082,88.62717,-26.65575
7.730082,88.36061,-26.75375
7.740082,88.09307,-26.85175
7.750082,87.82455,-26.94975
7.760083,87.55505,-27.04774
7.770083,87.28458,-27.14574
7.780083,87.01312,-27.24374
7.790083,86.74068,-27.34174
7.800084,86.46727,-27.43974
7.810084,86.19287,-27.53774
7.820084,85.9175,-27.63574
7.830084,85.64114,-27.73374
7.840085,85.3638,-27.83174
7.850085,85.08548,-27.92974
7.860085,84.80618,-28.02774
7.870085,84.5259,-28.12574
7.880085,84.24464,-28.22374
7.890086,83.96241,-28.32174
7.900086,83.67919,-28.41974
7.910086,83.395,-28.51774
7.920086,83.10982,-28.61574
7.930087,82.82366,-28.71374
7.940087,82.53652,-28.81174
7.950087,82.24841,-28.90974
7.960087,81.9593,-29.00774
7.970088,81.66923,-29.10574
7.980088,81.37817,-29.20374
7.990088,81.08614,-29.30173
8.000088,80.79312,-29.39973
8.010088,80.49912,-29.49773
8.020088,80.20415,-29.59573
8.030088,79.90819,-29.69373
8.040089,79.61125,-29.79173
8.050089,79.31333,-29.88973
8.060089,79.01443,-29.98773
8.070089,78.71455,-30.08573
8.08009,78.4137,-30.18373
8.09009,78.11186,-30.28173
8.10009,77.80904,-30.37973
8.11009,77.50525,-30.47773
8.12009,77.20047,-30.57573
8.130091,76.89471,-30.67373
8.140091,76.58797,-30.77173
8.150091,76.28026,-30.86973
8.160091,75.97156,-30.96773
8.170092,75.66188,-31.06573
8.180092,75.35123,-31.16373
8.190092,75.03959,-31.26173
8.200092,74.72697,-31.35973
8.210093,74.41338,-31.45773
8.220093,74.0988,-31.55573
8.230093,73.78324,-31.65372
8.240093,73.46671,-31.75172
8.250093,73.14919,-31.84972
8.260094,72.83069,-31.94772
8.270094,72.51121,-32.04572
8.280094,72.19075,-32.14372
8.290094,71.86932,-32.24172
8.300095,71.5469,-32.33972
8.310095,71.2235,-32.43772
8.320095,70.89912,-32.53572
8.330095,70.57377,-32.63372
8.340096,70.24743,-32.73172
8.350096,69.92011,-32.82972
8.360096,69.59181,-32.92772
8.370096,69.26254,-33.02572
8.380096,68.93228,-33.12372
8.390097,68.60104,-33.22172
8.400097,68.26883,-33.31972
8.410097,67.93563,-33.41772
8.420097,67.60146,-33.51572
8.430098,67.2663,-33.61372
8.440098,66.93016,-33.71172
8.450098,66.59304,-33.80972
8.460098,66.25494,-33.90771
8.470098,65.91586,-34.00571
8.480099,65.57581,-34.10371
8.490099,65.23477,-34.20171
8.500099,64.89275,-34.29971
8.510099,64.54976,-34.39771
8.5201,64.20578,-34.49571
8.5301,63.86082,-34.59371
8.5401,63.51489,-34.69171
8.5501,63.16797,-34.78971
8.560101,62.82008,-34.88771
8.570101,62.4712,-34.98571
8.580101,62.12134,-35.08371
8.590101,61.7705,-35.18171
8.600101,61.41869,-35.27971
8.610102,61.06589,-35.37771
8.620102,60.71211,-35.47571
8.630102,60.35735,-35.57371
8.640102,60.00162,-35.67171
8.650103,59.6449,-35.76971
8.660103,59.2872,-35.86771
8.670103,58.92853,-35.96571
8.680103,58.56887,-36.06371
8.690104,58.20823,-36.16171
8.700104,57.84661,-36.2597
8.710104,57.48402,-36.3577
8.720104,57.12044,-36.4557
8.730104,56.75588,-36.5537
8.740105,56.39035,-36.6517
8.750105,56.02383,-36.7497
8.760105,55.65633,-36.8477
8.770105,55.28786,-36.9457
8.780106,54.9184,-37.0437
8.790106,54.54796,-37.1417
8.800106,54.17654,-37.2397
8.810106,53.80415,-37.3377
8.820107,53.43077,-37.4357
8.830107,53.05641,-37.5337
8.840107,52.68108,-37.6317
8.850107,52.30476,-37.7297
8.860107,51.92746,-37.8277
8.870108,51.54919,-37.9257
8.880108,51.16993,-38.0237
8.890108,50.78969,-38.1217
8.900108,50.40847,-38.2197
8.910109,50.02628,-38.3177
8.920109,49.6431,-38.4157
8.930109,49.25894,-38.51369
8.940109,48.87381,-38.61169
8.950109,48.48769,-38.70969
8.96011,48.10059,-38.80769
8.97011,47.71252,-38.90569
8.98011,47.32346,-39.00369
8.99011,46.93342,-39.10169
9.000111,46.5424,-39.19969
9.010111,46.15041,-39.29769
9.020111,45.75743,-39.39569
9.030111,45.36347,-39.49369
9.040112,44.96854,-39.59169
