time,position,velocity
9.050112,44.57262,-39.68969
9.060112,44.17572,-39.78769
9.070112,43.77785,-39.88569
9.080112,43.37899,-39.98369
9.090113,42.97915,-40.08169
9.100113,42.57833,-40.17969
9.110113,42.17654,-40.27769
9.120113,41.77376,-40.37569
9.130114,41.37,-40.47369
9.140114,40.96527,-40.57169
9.150114,40.55955,-40.66969
9.160114,40.15285,-40.76768
9.170115,39.74518,-40.86568
9.180115,39.33652,-40.96368
9.190115,38.92688,-41.06168
9.200115,38.51627,-41.15968
9.210115,38.10467,-41.25768
9.220116,37.69209,-41.35568
9.230116,37.27853,-41.45368
9.240116,36.864,-41.55168
9.250116,36.44848,-41.64968
9.260117,36.03199,-41.74768
9.270117,35.61451,-41.84568
9.280117,35.19605,-41.94368
9.290117,34.77662,-42.04168
9.300117,34.3562,-42.13968
9.310118,33.9348,-42.23768
9.320118,33.51242,-42.33568
9.330118,33.08907,-42.43368
9.340118,32.66473,-42.53168
9.350119,32.23941,-42.62968
9.360119,31.81312,-42.72768
9.370119,31.38584,-42.82568
9.380119,30.95758,-42.92368
9.39012,30.52835,-43.02168
9.40012,30.09813,-43.11967
9.41012,29.66693,-43.21767
9.42012,29.23476,-43.31567
9.43012,28.8016,-43.41367
9.440121,28.36746,-43.51167
9.450121,27.93235,-43.60967
9.460121,27.49625,-43.70767
9.470121,27.05918,-43.80567
9.480122,26.62112,-43.90367
9.490122,26.18208,-44.00167
9.500122,25.74207,-44.09967
9.510122,25.30107,-44.19767
9.520123,24.85909,-44.29567
9.530123,24.41614,-44.39367
9.540123,23.9722,-44.49167
9.550123,23.52728,-44.58967
9.560123,23.08139,-44.68767
9.570124,22.63451,-44.78567
9.580124,22.18665,-44.88367
9.590124,21.73782,-44.98167
9.600124,21.288,-45.07967
9.610125,20.8372,-45.17767
9.620125,20.38543,-45.27567
9.630125,19.93267,-45.37366
9.640125,19.47893,-45.47166
9.650126,19.02422,-45.56966
9.660126,18.56852,-45.66766
9.670126,18.11185,-45.76566
9.680126,17.65419,-45.86366
9.690126,17.19555,-45.96166
9.700127,16.73594,-46.05966
9.710127,16.27534,-46.15766
9.720127,15.81376,-46.25566
9.730127,15.35121,-46.35366
9.740128,14.88767,-46.45166
9.750128,14.42315,-46.54966
9.760128,13.95766,-46.64766
9.770128,13.49118,-46.74566
9.780128,13.02372,-46.84366
9.790129,12.55529,-46.94166
9.800129,12.08587,-47.03966
9.810129,11.61547,-47.13766
9.820129,11.1441,-47.23566
9.83013,10.67174,-47.33366
9.84013,10.1984,-47.43166
9.85013,9.724087,-47.52966
9.86013,9.24879,-47.62766
9.870131,8.772513,-47.72565
9.880131,8.295257,-47.82365
9.890131,7.81702,-47.92165
9.900131,7.337803,-48.01965
9.910131,6.857607,-48.11765
9.920132,6.376431,-48.21565
9.930132,5.894274,-48.31365
9.940132,5.411138,-48.41165
9.950132,4.927021,-48.50965
9.960133,4.441925,-48.60765
9.970133,3.955848,-48.70565
9.980133,3.468791,-48.80365
9.990133,2.980755,-48.90165
10.00013,2.491739,-48.99965
